CUDA available: True
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Num training images: 1053
Epoch: 0 | Iteration: 0 | Classification loss: 1.26666 | Regression loss: 1.10434 | Running loss: 2.37100
Epoch: 0 | Iteration: 1 | Classification loss: 1.29784 | Regression loss: 1.06514 | Running loss: 2.36699
Epoch: 0 | Iteration: 2 | Classification loss: 1.27095 | Regression loss: 1.01431 | Running loss: 2.33975
Epoch: 0 | Iteration: 3 | Classification loss: 1.27605 | Regression loss: 1.04378 | Running loss: 2.33477
Epoch: 0 | Iteration: 4 | Classification loss: 1.27412 | Regression loss: 1.04307 | Running loss: 2.33125
Epoch: 0 | Iteration: 5 | Classification loss: 1.25459 | Regression loss: 1.08484 | Running loss: 2.33262
Epoch: 0 | Iteration: 6 | Classification loss: 1.24896 | Regression loss: 1.12576 | Running loss: 2.33863
Epoch: 0 | Iteration: 7 | Classification loss: 1.25679 | Regression loss: 1.09241 | Running loss: 2.33995
Epoch: 0 | Iteration: 8 | Classification loss: 1.29946 | Regression loss: 0.98547 | Running loss: 2.33384
Epoch: 0 | Iteration: 9 | Classification loss: 1.25687 | Regression loss: 1.08541 | Running loss: 2.33468
Epoch: 0 | Iteration: 10 | Classification loss: 1.24142 | Regression loss: 1.13173 | Running loss: 2.33818
Epoch: 0 | Iteration: 11 | Classification loss: 1.25866 | Regression loss: 1.03658 | Running loss: 2.33460
Epoch: 0 | Iteration: 12 | Classification loss: 1.25219 | Regression loss: 1.15017 | Running loss: 2.33981
Epoch: 0 | Iteration: 13 | Classification loss: 1.25437 | Regression loss: 1.09011 | Running loss: 2.34015
Epoch: 0 | Iteration: 14 | Classification loss: 1.24066 | Regression loss: 1.10431 | Running loss: 2.34047
Epoch: 0 | Iteration: 15 | Classification loss: 1.27608 | Regression loss: 1.00893 | Running loss: 2.33700
Epoch: 0 | Iteration: 16 | Classification loss: 1.26310 | Regression loss: 1.14239 | Running loss: 2.34103
Epoch: 0 | Iteration: 17 | Classification loss: 1.25437 | Regression loss: 1.07926 | Running loss: 2.34062
Epoch: 0 | Iteration: 18 | Classification loss: 1.27284 | Regression loss: 1.07048 | Running loss: 2.34076
