CUDA available: True
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Num training images: 1053
Epoch: 0 | Iteration: 0 | Classification loss: 1.29060 | Regression loss: 1.01197 | Running loss: 2.30257
Epoch: 0 | Iteration: 1 | Classification loss: 1.29788 | Regression loss: 1.03678 | Running loss: 2.31862
Epoch: 0 | Iteration: 2 | Classification loss: 1.26261 | Regression loss: 1.10267 | Running loss: 2.33417
Epoch: 0 | Iteration: 3 | Classification loss: 1.27301 | Regression loss: 1.09066 | Running loss: 2.34155
Epoch: 0 | Iteration: 4 | Classification loss: 1.29685 | Regression loss: 0.98520 | Running loss: 2.32965
Epoch: 0 | Iteration: 5 | Classification loss: 1.27765 | Regression loss: 1.02619 | Running loss: 2.32535
Epoch: 0 | Iteration: 6 | Classification loss: 1.27697 | Regression loss: 1.01699 | Running loss: 2.32086
Epoch: 0 | Iteration: 7 | Classification loss: 1.27063 | Regression loss: 1.05590 | Running loss: 2.32157
Epoch: 0 | Iteration: 8 | Classification loss: 1.23116 | Regression loss: 1.21821 | Running loss: 2.33577
Epoch: 0 | Iteration: 9 | Classification loss: 1.28405 | Regression loss: 1.01964 | Running loss: 2.33256
Epoch: 0 | Iteration: 10 | Classification loss: 1.27546 | Regression loss: 1.02377 | Running loss: 2.32953
Epoch: 0 | Iteration: 11 | Classification loss: 1.26469 | Regression loss: 1.13650 | Running loss: 2.33550
Epoch: 0 | Iteration: 12 | Classification loss: 1.27512 | Regression loss: 1.19528 | Running loss: 2.34588
Epoch: 0 | Iteration: 13 | Classification loss: 1.30107 | Regression loss: 1.02889 | Running loss: 2.34474
Epoch: 0 | Iteration: 14 | Classification loss: 1.29694 | Regression loss: 1.08559 | Running loss: 2.34726
Epoch: 0 | Iteration: 15 | Classification loss: 1.26667 | Regression loss: 1.01919 | Running loss: 2.34342
Epoch: 0 | Iteration: 16 | Classification loss: 1.26843 | Regression loss: 1.07367 | Running loss: 2.34335
Epoch: 0 | Iteration: 17 | Classification loss: 1.28002 | Regression loss: 1.03232 | Running loss: 2.34162
Epoch: 0 | Iteration: 18 | Classification loss: 1.26378 | Regression loss: 1.09188 | Running loss: 2.34236
Epoch: 0 | Iteration: 19 | Classification loss: 1.25167 | Regression loss: 1.12765 | Running loss: 2.34421
Epoch: 0 | Iteration: 20 | Classification loss: 1.25525 | Regression loss: 1.15569 | Running loss: 2.34739
Epoch: 0 | Iteration: 21 | Classification loss: 1.29267 | Regression loss: 0.99365 | Running loss: 2.34461
Epoch: 0 | Iteration: 22 | Classification loss: 1.30639 | Regression loss: 1.04147 | Running loss: 2.34475
Epoch: 0 | Iteration: 23 | Classification loss: 1.26075 | Regression loss: 1.05895 | Running loss: 2.34371
Epoch: 0 | Iteration: 24 | Classification loss: 1.30447 | Regression loss: 1.02766 | Running loss: 2.34325
Epoch: 0 | Iteration: 25 | Classification loss: 1.26374 | Regression loss: 1.13421 | Running loss: 2.34535
Epoch: 0 | Iteration: 26 | Classification loss: 1.29264 | Regression loss: 1.04078 | Running loss: 2.34491
Epoch: 0 | Iteration: 27 | Classification loss: 1.30567 | Regression loss: 1.11766 | Running loss: 2.34771
Epoch: 0 | Iteration: 28 | Classification loss: 1.26241 | Regression loss: 1.03212 | Running loss: 2.34588
Epoch: 0 | Iteration: 29 | Classification loss: 1.25340 | Regression loss: 1.10191 | Running loss: 2.34619
Epoch: 0 | Iteration: 30 | Classification loss: 1.28949 | Regression loss: 1.00899 | Running loss: 2.34465
Epoch: 0 | Iteration: 31 | Classification loss: 1.28521 | Regression loss: 1.01988 | Running loss: 2.34341
Epoch: 0 | Iteration: 32 | Classification loss: 1.30139 | Regression loss: 1.07929 | Running loss: 2.34454
