/home/toni_intern/cervAI/lib/python3.12/site-packages/torch/optim/lr_scheduler.py:62: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
CUDA available: True
loading annotations into memory...
Done (t=0.03s)
creating index...
index created!
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Num training images: 1053
Epoch: 0 | Iteration: 0 | Classification loss: 1.26962 | Regression loss: 1.02941 | Running loss: 2.29903
Epoch: 0 | Iteration: 1 | Classification loss: 1.11091 | Regression loss: 1.00556 | Running loss: 2.20775
Epoch: 0 | Iteration: 2 | Classification loss: 25.20265 | Regression loss: 1.14801 | Running loss: 10.25538
Epoch: 0 | Iteration: 3 | Classification loss: 0.88196 | Regression loss: 1.03521 | Running loss: 8.17083
Epoch: 0 | Iteration: 4 | Classification loss: 0.92186 | Regression loss: 0.99110 | Running loss: 6.91926
Epoch: 0 | Iteration: 5 | Classification loss: 1.87822 | Regression loss: 0.94141 | Running loss: 6.23599
Epoch: 0 | Iteration: 6 | Classification loss: 0.80421 | Regression loss: 0.97268 | Running loss: 5.59897
Epoch: 0 | Iteration: 7 | Classification loss: 0.47611 | Regression loss: 0.86511 | Running loss: 5.06675
Epoch: 0 | Iteration: 8 | Classification loss: 0.89043 | Regression loss: 1.01004 | Running loss: 4.71494
Epoch: 0 | Iteration: 9 | Classification loss: 0.71395 | Regression loss: 1.08154 | Running loss: 4.42300
Epoch: 0 | Iteration: 10 | Classification loss: 0.55298 | Regression loss: 0.86025 | Running loss: 4.14939
Epoch: 0 | Iteration: 11 | Classification loss: 0.62125 | Regression loss: 0.96437 | Running loss: 3.93574
Epoch: 0 | Iteration: 12 | Classification loss: 0.68211 | Regression loss: 0.93974 | Running loss: 3.75775
Epoch: 0 | Iteration: 13 | Classification loss: 0.66998 | Regression loss: 1.01173 | Running loss: 3.60946
Epoch: 0 | Iteration: 14 | Classification loss: 0.57673 | Regression loss: 0.80653 | Running loss: 3.46105
Epoch: 0 | Iteration: 15 | Classification loss: 0.33966 | Regression loss: 0.89681 | Running loss: 3.32201
Epoch: 0 | Iteration: 16 | Classification loss: 0.67362 | Regression loss: 0.87049 | Running loss: 3.21743
Epoch: 0 | Iteration: 17 | Classification loss: 0.67493 | Regression loss: 0.92145 | Running loss: 3.12737
Epoch: 0 | Iteration: 18 | Classification loss: 0.61064 | Regression loss: 0.87703 | Running loss: 3.04107
Epoch: 0 | Iteration: 19 | Classification loss: 0.59319 | Regression loss: 1.08384 | Running loss: 2.97287
Epoch: 0 | Iteration: 20 | Classification loss: 0.38854 | Regression loss: 0.99200 | Running loss: 2.89704
Epoch: 0 | Iteration: 21 | Classification loss: 0.78153 | Regression loss: 0.95622 | Running loss: 2.84435
Epoch: 0 | Iteration: 22 | Classification loss: 0.52151 | Regression loss: 0.95350 | Running loss: 2.78481
Epoch: 0 | Iteration: 23 | Classification loss: 0.64530 | Regression loss: 0.90607 | Running loss: 2.73342
Epoch: 0 | Iteration: 24 | Classification loss: 0.54498 | Regression loss: 1.10316 | Running loss: 2.69001
Epoch: 0 | Iteration: 25 | Classification loss: 0.38553 | Regression loss: 0.77504 | Running loss: 2.63118
Epoch: 0 | Iteration: 26 | Classification loss: 0.55983 | Regression loss: 0.90844 | Running loss: 2.58811
Epoch: 0 | Iteration: 27 | Classification loss: 0.65348 | Regression loss: 0.92874 | Running loss: 2.55219
Epoch: 0 | Iteration: 28 | Classification loss: 0.65766 | Regression loss: 0.89031 | Running loss: 2.51756
Epoch: 0 | Iteration: 29 | Classification loss: 0.59553 | Regression loss: 0.85321 | Running loss: 2.48193
Epoch: 0 | Iteration: 30 | Classification loss: 0.52413 | Regression loss: 0.89536 | Running loss: 2.44766
Epoch: 0 | Iteration: 31 | Classification loss: 0.39291 | Regression loss: 0.90514 | Running loss: 2.41173
Epoch: 0 | Iteration: 32 | Classification loss: 0.38630 | Regression loss: 0.97295 | Running loss: 2.37984
Epoch: 0 | Iteration: 33 | Classification loss: 0.35196 | Regression loss: 0.80726 | Running loss: 2.34394
Epoch: 0 | Iteration: 34 | Classification loss: 0.33225 | Regression loss: 0.83052 | Running loss: 2.31019
Epoch: 0 | Iteration: 35 | Classification loss: 0.58822 | Regression loss: 1.27822 | Running loss: 2.29787
Epoch: 0 | Iteration: 36 | Classification loss: 0.25563 | Regression loss: 0.85076 | Running loss: 2.26566
Epoch: 0 | Iteration: 37 | Classification loss: 0.58171 | Regression loss: 0.85594 | Running loss: 2.24387
Epoch: 0 | Iteration: 38 | Classification loss: 0.46325 | Regression loss: 0.71074 | Running loss: 2.21644
Epoch: 0 | Iteration: 39 | Classification loss: 0.55746 | Regression loss: 0.90492 | Running loss: 2.19759
Epoch: 0 | Iteration: 40 | Classification loss: 0.57678 | Regression loss: 0.97102 | Running loss: 2.18174
